"tract","Name","Household_Income_at_Age_35_rP_gP_pall"
51107610800,"Round Hill, VA",61672
51121020201,"Hethwood - Prices Fork, Blacksburg, VA",61672
6037278102,"Playa del Rey, Los Angeles, CA",61671
6059001707,"Fullerton, CA",61668
50007002702,"Essex Junction, Essex, VT",61668
27103480501,"North Mankato, MN",61667
27037060826,"Apple Valley, MN",61667
12095017109,"Orlando, FL",61666
18127050604,"Valparaiso, IN",61665
27145000402,"St. Cloud, MN",61663
48423002006,"Tyler, TX",61662
39061021202,"Cincinnati, OH",61661
42003490003,"Pittsburgh, PA",61660
27143170400,"Arlington, MN",61659
22071011900,"Uptown/Carrollton, New Orleans, LA",61659
48029191815,"Far North Central, San Antonio, TX",61657
31085961500,"Hayes County, NE",61655
34005704007,"Marlton, Evesham Township, NJ",61654
36103158802,"Blue Point, NY",61654
6081606700,"Beresford Park, San Mateo, CA",61654
51153901410,"Linton Hall, Bristow, VA",61649
6085502903,"Willow Glen South - Lincoln Glen, San Jose, CA",61648
34023007905,"Parlin, Old Bridge Township, NJ",61648
27053111300,"Fulton, Minneapolis, MN",61647
27143170198,"Green Isle, MN",61645
49047968301,"Vernal, UT",61645
27037060508,"Inver Grove Heights, MN",61644
17089850400,"East Dundee, IL",61644
22103040708,"Slidell, LA",61644
48201350100,"Southbelt/ Ellington, Houston, TX",61641
27147960200,"Owatonna, MN",61640
39041011421,"Powell, OH",61638
20173009510,"Wichita, KS",61638
36085022600,"Richmond County, NY",61636
34021003001,"Robbinsville, NJ",61636
18141011505,"Granger, IN",61635
39055312202,"Chardon, OH",61635
36093032504,"Schenectady, NY",61635
36081063500,"Queens County, NY",61633
6041132200,"Inverness, CA",61633
8014030500,"Broomfield, CO",61632
34027040200,"Pompton Plains, Pequannock Township, NJ",61631
22103040601,"Covington, LA",61630
9005362102,"Woodbury, CT",61630
25017383700,"Framingham, MA",61627
49011126500,"Bountiful, UT",61625
26145010303,"Saginaw Township North, Saginaw, MI",61624
17031818500,"Westchester, IL",61623
26163557400,"Livonia, MI",61620
13089021809,"Tucker, GA",61620
19153010212,"Ankeny, IA",61619
36091061600,"Ballston Lake, NY",61619
53005010201,"Richland, WA",61619
25017336300,"Melrose, MA",61618
36081104700,"Queens County, NY",61618
6073008333,"Carmel Country Highlands, San Diego, CA",61616
19169000300,"Ames, IA",61613
6013384000,"El Cerrito, CA",61612
17031823704,"Hickory Hills, IL",61611
42125741300,"Lawrence, PA",61610
38003968300,"Valley City, ND",61610
19093090100,"Holstein, IA",61608
12011020318,"The Isles, Coral Springs, FL",61607
36103147902,"Bayport, NY",61607
6059021814,"Brea, CA",61607
19193003300,"Sioux City, IA",61607
42017101609,"Warminster, PA",61606
12117021306,"Winter Springs, FL",61606
6075010400,"North Beach, San Francisco, CA",61605
19191950200,"Decorah, IA",61603
34023008605,"Princeton Meadows, NJ",61603
36109000600,"Ithaca, NY",61601
6037269300,"Cheviot Hills, Los Angeles, CA",61600
28049001500,"Greater Belhaven, Jackson, MS",61599
20091053004,"Overland Park, KS",61598
17111871105,"Crystal Lake, IL",61598
29189221423,"Fenton, MO",61597
34023008202,"Monroe Township, NJ",61597
36019101000,"Plattsburgh, NY",61597
6073009706,"Del Cerro, San Diego, CA",61592
25023524101,"West Bridgewater, MA",61592
20071958100,"Tribune, KS",61590
6059042332,"Laguna Niguel, CA",61589
12073001700,"Betton Hills, Tallahassee, FL",61588
27079950100,"New Prague, MN",61585
25027756102,"Charlton, MA",61585
37081016101,"Greensboro, NC",61583
17113005400,"Heyworth, IL",61583
13067030320,"Marietta, GA",61583
17031804706,"Hoffman Estates, IL",61582
33013031001,"Bow, NH",61581
6081606800,"Baywood Park, San Mateo, CA",61580
6081609800,"Oak Knoll - Redwood Park, Redwood City, CA",61579
31055006804,"South Central Omaha, Omaha, NE",61574
42045408103,"Broomall, PA",61572
26049011209,"Grand Blanc, MI",61570
9003430302,"Plantsville, Southington, CT",61570
51095080203,"Williamsburg, VA",61569
36103158508,"Farmingville, NY",61569
12031002400,"Ortega, Jacksonville, FL",61568
48113013200,"North Dallas, Dallas, TX",61567
36029009501,"Amherst, NY",61565
26021001300,"Saint Joseph, MI",61565
55015020100,"Brillion, WI",61564
37119006204,"Cornelius, NC",61562
55131440106,"Hartford, WI",61561
21185030702,"Crestwood, KY",61561
19165960100,"Harlan, IA",61561
27053026907,"Champlin, MN",61560
55079100800,"West Allis, WI",61555
6037701601,"Northeast, Santa Monica, CA",61555
31023967800,"David City, NE",61554
8013061300,"Louisville, CO",61553
24013509002,"Mount Airy, MD",61553
31055007467,"South Central Omaha, Omaha, NE",61552
6001451704,"Livermore, CA",61550
48029121905,"Far North Central, San Antonio, TX",61550
1117030331,"Birmingham, AL",61549
34025804600,"Tinton Falls, NJ",61549
36055013002,"Rochester, NY",61547
36085004700,"Richmond County, NY",61546
17043840201,"Itasca, IL",61546
36085018702,"Richmond County, NY",61546
20051072800,"Hays, KS",61545
49049010218,"Highland, UT",61542
53033022102,"Kenmore, WA",61541
19035080400,"Cherokee, IA",61541
42129803302,"Irwin, PA",61541
48201553001,"Oak Creek Village, Houston, TX",61540
36067015100,"Fayetteville, NY",61539
45007011201,"Anderson, SC",61538
18173030702,"Newburgh, IN",61534
42003459201,"Pittsburgh, PA",61533
55061960400,"Luxemburg, WI",61531
31055007407,"West Omaha, Omaha, NE",61531
25017333200,"Woburn, MA",61529
17089850702,"Hampshire, IL",61526
55079120101,"Greenfield, WI",61526
48085030509,"Hillcrest Meadows, Frisco, TX",61525
55133201403,"New Berlin, WI",61524
22051022002,"Metairie, LA",61524
55093960400,"River Falls, WI",61520
22071012102,"Uptown/Carrollton, New Orleans, LA",61520
51059471401,"Falls Church, VA",61519
34025803500,"Red Bank, NJ",61518
42095016300,"Catasauqua, PA",61515
19037070100,"New Hampton, IA",61515
15003003000,"Mānoa, Honolulu, HI",61515
34039032100,"Elizabeth, NJ",61515
22051022301,"Bonnabel Place, Metairie, LA",61512
21111009600,"Hayfield Dundee, Louisville, KY",61512
6075012602,"Marina District, San Francisco, CA",61511
39025040404,"Milford, OH",61511
37183053521,"Medfield Estates, Raleigh, NC",61510
8059012049,"Littleton, CO",61510
8069001806,"Loveland, CO",61510
19149970100,"Le Mars, IA",61509
27051070200,"Barrett, MN",61508
27033270200,"Storden, MN",61505
26125135200,"Commerce Charter Township, MI",61504
55025010800,"Verona, WI",61503
33011000101,"North End, Manchester, NH",61501
17031808702,"Evanston, IL",61498
42041011605,"Mechanicsburg, PA",61496
22089063100,"Luling, LA",61491
27173970100,"Granite Falls, MN",61490
26125166700,"Farmington Hills, MI",61490
6037134421,"West Hills, Los Angeles, CA",61489
25021417601,"Quincy, MA",61489
34003045200,"Ridgefield, NJ",61489
6097152600,"Santa Rosa, CA",61489
27131070200,"Dundas, MN",61489
21059001702,"Owensboro, KY",61489
27015960600,"Springfield, MN",61485
36103159510,"Ocean Beach, NY",61484
42021011100,"Johnstown, PA",61484
24009860200,"Owings, MD",61483
36067011401,"Baldwinsville, NY",61482
48397040504,"Heath, TX",61480
51121020600,"Alleghany, Blacksburg, VA",61480
51059430400,"Springfield, VA",61479
48493000600,"Poth, TX",61478
13215001100,"Columbus, GA",61476
48085030303,"Lakes of La Cima, Prosper, TX",61474
34037372300,"Branchville, NJ",61470
24027604001,"Woodbine, MD",61469
48201250402,"Atasca Woods, Atascocita, TX",61467
19125030100,"Otley, IA",61467
27123041900,"Falcon Heights, MN",61466
6111007405,"Oak Park, CA",61465
19103002300,"Lincoln, Iowa City, IA",61462
19153011500,"Polk City, IA",61460
51059460701,"Vienna, VA",61459
37119002904,"Olde Providence North, Charlotte, NC",61459
25017337202,"Stoneham, MA",61457
55009020702,"De Pere, WI",61456
1089002922,"Huntsville, AL",61454
6001428301,"Alameda, CA",61454
47187050907,"Franklin, TN",61451
1101002000,"McGehee/Allendale, Montgomery, AL",61450
34003050000,"Rochelle Park, NJ",61448
55015020306,"Menasha, WI",61446
25027750200,"Whitinsville, Northbridge, MA",61446
36087012501,"Airmont, NY",61445
55089630201,"Port Washington, WI",61441
17031720300,"South Side, Chicago, IL",61441
39061020601,"Cincinnati, OH",61440
48085031718,"Far North Dallas, Dallas, TX",61440
38015011200,"Bismarck, ND",61439
36059517902,"Bayville, NY",61437
21117065400,"Crestview Hills, KY",61437
31109003719,"Lincoln, NE",61437
40037020103,"Tulsa, OK",61435
53053072410,"Fox Island, WA",61435
33015003802,"Londonderry, NH",61434
29189221502,"Eureka, MO",61434
9001080800,"Stratford, CT",61433
12011010603,"North Springs, Coral Springs, FL",61433
8059011726,"Green Mountain, Lakewood, CO",61431
27003050216,"Ham Lake, MN",61429
27037060812,"Apple Valley, MN",61428
30019020300,"Scobey, MT",61428
48491020503,"Round Rock West, Round Rock, TX",61427
27119020500,"Crookston, MN",61423
53033022901,"Northeast Bellevue, Bellevue, WA",61423
26081012203,"Grand Rapids, MI",61421
48309002504,"Woodway, TX",61421
13117130606,"Alpharetta, GA",61421
48453001846,"Northwood, Austin, TX",61419
53033025001,"Newport, Renton, WA",61417
11001008200,"Northeast Washington, Washington, DC",61417
36067012400,"Camillus, NY",61416
19153004004,"Southwestern Hills, Des Moines, IA",61416
18003010304,"Fort Wayne, IN",61412
38099958300,"Adams, ND",61412
4013103214,"Paradise Valley Village, Scottsdale, AZ",61411
26111290800,"Midland, MI",61410
42017100104,"Northeast Philadelphia, Philadelphia, PA",61408
51735340100,"Poquoson, VA",61407
6001421200,"Berkeley Hills, Berkeley, CA",61407
26099230700,"Sterling Heights, MI",61403
18089042607,"Crown Point, IN",61402
17031824003,"Lemont, IL",61401
54069001500,"Woodsdale, Wheeling, WV",61395
19017004300,"Readlyn, IA",61394
27149480100,"Morris, MN",61393
27123036300,"Macalester - Groveland, Saint Paul, MN",61393
48029191806,"Far North Central, San Antonio, TX",61391
53033000500,"Broadview, Seattle, WA",61391
6037403304,"Valle Lindo, Diamond Bar, CA",61390
6037141600,"Sherman Oaks, Los Angeles, CA",61390
26139021400,"Grand Rapids, MI",61389
48139060208,"Waxahachie, TX",61389
34007603400,"Barclay-Kingston, Cherry Hill, NJ",61386
34003033200,"Maywood, NJ",61385
48201420300,"Southwest Houston, Houston, TX",61384
20091050700,"Prairie Village, KS",61383
51107611004,"Ashburn, VA",61381
29165030102,"Parkdale - Walden, Kansas City, MO",61377
17031803604,"Palatine, IL",61375
6037265510,"Westwood, Los Angeles, CA",61374
56025000501,"Casper, WY",61373
6059075703,"Santa Ana, CA",61373
6059032020,"Mission Viejo, CA",61372
36119008200,"Port Chester, NY",61372
8059012024,"Littleton, CO",61371
25009210100,"Peabody, MA",61370
27109002200,"Rochester, MN",61368
27171100802,"Saint Michael, MN",61367
40143007636,"Bixby, OK",61366
42017102002,"Doylestown, PA",61364
6111005906,"Westlake Village, CA",61363
6075013102,"Pacific Heights, San Francisco, CA",61363
19103000100,"Shimek, Iowa City, IA",61361
42107003000,"Orwigsburg, PA",61360
37119005517,"Highland Creek, Charlotte, NC",61360
38087965000,"Bowman, ND",61359
42017101805,"Warrington, PA",61358
31011960100,"Albion, NE",61357
34007603303,"Erlton-Ellisburg, Cherry Hill, NJ",61354
8005085000,"Aurora, CO",61354
34021003904,"Pennington, NJ",61354
8035014127,"Castle Rock, CO",61353
6073017029,"Rancho Santa Fe, CA",61351
12117021609,"Longwood, FL",61350
6059052513,"Woodbridge, Irvine, CA",61350
34015501208,"Washington Township, NJ",61347
8103951200,"Rangely, CO",61346
27119020300,"East Grand Forks, MN",61345
27037060713,"Burnsville, MN",61344
42003525300,"Oakglen, Oakmont, PA",61342
18003011606,"Fort Wayne, IN",61342
6037920045,"Santa Clarita, CA",61341
6111007609,"Moorpark, CA",61340
24013514100,"Eldersburg, MD",61339
34013021701,"Caldwell, NJ",61339
18141001200,"South Bend, IN",61337
36029012002,"Buffalo, NY",61336
48367140703,"Aledo, TX",61336
42091200704,"Hatfield, PA",61334
37147000301,"Greenville, NC",61333
53021020501,"Pasco, WA",61332
34023001416,"Edison, NJ",61331
46115000300,"Doland, SD",61331
37183053422,"Charleston Woods, Cary, NC",61331
24021751902,"Spring Ridge, Frederick, MD",61330
24017851301,"Charlotte Hall, MD",61325
6037920016,"Santa Clarita, CA",61321
51107611016,"Ashburn, VA",61320
21111010001,"Louisville, KY",61319
34021003004,"White Horse, Trenton, NJ",61317
12011040203,"North Fort Lauderdale, Fort Lauderdale, FL",61315
17197883307,"Elwood, IL",61314
34025809302,"Manasquan, NJ",61314
26081010903,"Rockford, MI",61312
55039042100,"Mount Calvary, WI",61310
55117010300,"Elkhart Lake, WI",61310
36085029104,"Richmond County, NY",61310
39085202700,"Blackbrook Golfview Estates, Mentor, OH",61309
51013101200,"Dominion Hills, Arlington, VA",61309
25021400800,"Coolidge Corner South Side, Brookline, MA",61308
20091053505,"Palisade Park, Olathe, KS",61307
33011000102,"Manchester, NH",61307
18059410800,"New Palestine, IN",61307
49035111306,"Cottonwood Heights, UT",61306
27027030104,"Moorhead, MN",61303
6111005802,"Newbury Park, Thousand Oaks, CA",61302
36029009116,"Buffalo, NY",61300
42077006308,"Macungie, PA",61299
6019005517,"Fresno, CA",61297
27109001100,"Apple Hill, Rochester, MN",61295
27039950300,"Claremont, MN",61292
19163013000,"Davenport, IA",61291
17197880417,"Plainfield, IL",61289
49035110200,"Canyon Rim, Salt Lake City, UT",61287
12021010213,"Naples, FL",61286
20091053507,"Havencroft, Olathe, KS",61284
17031828601,"Homewood, IL",61284
38077971400,"Hankinson, ND",61284
31059091600,"Fairmont, NE",61284
6111007201,"Thousand Oaks, CA",61281
41067031908,"Bull Mountain, Portland, OR",61280
34021004201,"Princeton, NJ",61279
36085013203,"Richmond County, NY",61279
34013013700,"Nutley, NJ",61279
6037408629,"Hacienda Heights, CA",61276
34003032103,"Mahwah, NJ",61274
39095008203,"Sylvania, OH",61273
48157671501,"Lakeside Meadow At Brightwater, Missouri City, TX",61272
50007003400,"Shelburne, VT",61272
25027728200,"Holden, MA",61271
34039037300,"Cranford, NJ",61270
9001110302,"Shelton, CT",61269
22095070100,"LaPlace, LA",61266
17043846504,"Naperville, IL",61264
51840000202,"Winchester, VA",61263
4013619900,"Paradise Valley Village, Scottsdale, AZ",61263
36027050102,"Hopewell Junction, NY",61262
17031803200,"Arlington Heights, IL",61261
33011015200,"Amherst, NH",61261
41067031512,"Bethany, Beaverton, OR",61260
38017040300,"Casselton, ND",61259
34003003300,"Bergenfield, NJ",61258
55025011600,"Sun Prairie, WI",61254
49029970100,"Morgan, UT",61254
12071080204,"Sanibel, FL",61254
27041451000,"Alexandria, MN",61253
42101001102,"Center City, Philadelphia, PA",61253
35028000500,"White Rock, NM",61252
17177001000,"Freeport, IL",61251
40119010900,"Stillwater, OK",61249
48167720302,"Friendswood, TX",61245
42011010802,"Sinking Spring, PA",61244
33017080100,"Durham, NH",61242
34023002302,"Colonia, Woodbridge Township, NJ",61241
27105105100,"Worthington, MN",61237
48453001761,"Austin, TX",61237
25003920102,"Williamstown, MA",61237
8005015100,"Southeast, Denver, CO",61236
48179950300,"Pampa, TX",61234
42091205100,"Bryn Mawr, PA",61233
34005700306,"Cinnaminson, NJ",61233
17085020401,"The Galena Territory, Galena, IL",61232
18057110812,"Sunblest, Fishers, IN",61232
29189221335,"St. Louis, MO",61231
42107001800,"Yorkville, Pottsville, PA",61230
49049001504,"Pleasant View, Provo, UT",61228
48085031622,"Briarmeade, Plano, TX",61227
48085031625,"High Place, Plano, TX",61224
27101900200,"Iona, MN",61223
36085024402,"Richmond County, NY",61223
27011950100,"Ortonville, MN",61222
17113001200,"Bloomington, IL",61222
39057210603,"Xenia, OH",61221
42029303801,"West Chester, PA",61220
26099232000,"Sterling Heights, MI",61218
36059413600,"Baldwin, NY",61216
13121011623,"Johns Creek, GA",61215
17111871201,"Crystal Lake, IL",61214
6085504320,"North San Jose, San Jose, CA",61210
41067031508,"Cedar Mill, Portland, OR",61208
38017010204,"West Fargo, ND",61207
39049000220,"Central Clintonville, Columbus, OH",61206
19153010211,"Ankeny, IA",61204
36103135403,"Nesconset, NY",61203
48113007601,"Northwest Dallas, Dallas, TX",61200
27049080500,"Cannon Falls, MN",61200
27085950200,"Hutchinson, MN",61200
55131470100,"Germantown, WI",61199
48423001905,"Tyler, TX",61198
34003006202,"Cliffside Park, NJ",61198
38015011400,"Menoken, ND",61197
19013002902,"La Porte City, IA",61194
6059042325,"Laguna Niguel, CA",61193
39043040400,"Huron, OH",61193
48121021625,"Castle Hills, Lewisville, TX",61193
25009252102,"Methuen, MA",61191
8031012001,"Southwest, Denver, CO",61191
48491020109,"Georgetown, TX",61190
42017104301,"New Hope, PA",61189
36103190707,"Sag Harbor, NY",61189
25017331101,"Wilmington, MA",61189
42017101504,"Southampton, PA",61188
26163573100,"Dearborn Heights, MI",61186
36065022200,"Rome, NY",61184
51059430102,"Fairfax, VA",61183
24005411303,"Nottingham, MD",61182
55133200500,"Fair Oak Manor, Menomonee Falls, WI",61182
36005044901,"Bronx County, NY",61182
47187050208,"Franklin, TN",61181
46119979100,"Onida, SD",61180
4013061018,"Pebblecreek, Goodyear, AZ",61179
35001003729,"North Albuquerque Acres, Albuquerque, NM",61178
9009150600,"Milford, CT",61176
6085504415,"Milpitas, CA",61176
55131450106,"Slinger, WI",61176
36055007802,"Cobbs Hill, Rochester, NY",61174
36081121500,"Queens County, NY",61173
36001013802,"Schenectady, NY",61172
55025011102,"HIghland, Middleton, WI",61171
49049000206,"American Fork, UT",61170
38089963600,"Dickinson, ND",61170
36029009701,"Depew, NY",61169
36081155102,"Queens County, NY",61167
6037920328,"Santa Clarita, CA",61165
25027729200,"West Boylston, MA",61162
6073008311,"La Jolla, San Diego, CA",61162
18003011604,"Fort Wayne, IN",61160
22033003907,"Baton Rouge, LA",61159
6041103100,"Novato, CA",61159
8001060000,"Thornton, CO",61159
18173030705,"Newburgh, IN",61158
49011125907,"Layton, UT",61155
9003515000,"Highland Park, Manchester, CT",61149
24005408900,"Cockeysville, MD",61146
24005406000,"Freeland, MD",61142
6081603400,"Park Pacifica, Pacifica, CA",61142
31055007318,"Bennington, NE",61141
26161400100,"Ann Arbor, MI",61141
17097861611,"Gurnee, IL",61136
30083070200,"Savage, MT",61134
17043842603,"Wheaton, IL",61134
6085511301,"University South, Palo Alto, CA",61134
17115001300,"Decatur, IL",61132
6013334006,"Concord, CA",61131
12099007723,"Wellington, FL",61130
48415950200,"Snyder, TX",61130
39061022400,"Cincinnati, OH",61130
48439113814,"North Richland Hills, TX",61128
6001421800,"North Berkeley, Berkeley, CA",61126
48113013102,"North Dallas, Dallas, TX",61125
13021013408,"Macon, GA",61124
6111007513,"Simi Valley, CA",61123
27053026507,"Plymouth, MN",61123
29189220442,"St. Louis, MO",61122
8123002008,"Erie, CO",61120
34007605602,"Audubon, NJ",61117
5119004219,"Rock Creek, Little Rock, AR",61117
42011012002,"Reading, PA",61116
55093960700,"Ellsworth, WI",61116
25009218100,"Manchester-by-the-Sea, MA",61114
17167002100,"Leland Grove, IL",61107
39035175202,"North Royalton, OH",61106
26139021901,"Hudsonville, MI",61106
6075010500,"Financial District, San Francisco, CA",61103
6059042319,"Laguna Niguel, CA",61102
25017339400,"Medford, MA",61100
17185957300,"Mount Carmel, IL",61100
17043841114,"Bloomingdale, IL",61099
25027744101,"Milford, MA",61099
42129802001,"Export, PA",61099
6081600900,"Westlake, Daly City, CA",61099
48453001914,"East Oak Hill, Austin, TX",61098
24031700613,"Germantown, MD",61097
40043959300,"Camargo, OK",61095
55025010502,"McFarland, WI",61093
48113018136,"Rowlett, TX",61091
36029013300,"Hamburg, NY",61090
20173002200,"College Hill, Wichita, KS",61090
48029120300,"Alamo Heights, San Antonio, TX",61090
9005253500,"New Milford, CT",61090
48453001778,"Lakeway, TX",61089
39035173103,"Middleburg Heights, OH",61087
42095016202,"Northampton, PA",61084
36029007904,"Marvin Gardens, Tonawanda, NY",61084
36081140901,"Queens County, NY",61084
6059042111,"San Clemente, CA",61080
31035962100,"Harvard, NE",61079
55035000801,"Eau Claire, WI",61079
22103040602,"Covington, LA",61078
18167001600,"Terre Haute, IN",61078
8035014125,"Castle Rock, CO",61077
27067780400,"Kandiyohi, MN",61076
36103200901,"East Hampton, NY",61076
24025304101,"Jarrettsville, MD",61075
6037480500,"South Pasadena, CA",61073
17197881009,"Lockport, IL",61072
42107003100,"Orwigsburg, PA",61072
34015501210,"Sewell, Washington Township, NJ",61069
36071014900,"Tuxedo Park, NY",61068
29165030306,"Parkville, MO",61068
29183310301,"Saint Charles, MO",61065
51810044401,"Northeast Virginia Beach, Virginia Beach, VA",61063
4013420301,"Mesa, AZ",61062
54107010102,"Parkersburg, WV",61062
31009972400,"Dunning, NE",61061
27053022902,"Browndale, Minneapolis, MN",61061
55059002500,"Kenosha, WI",61059
27163071207,"Cottage Grove, MN",61059
9007640100,"Killingworth, CT",61059
19061010600,"Sherrill, IA",61058
34037373600,"Newton, NJ",61058
28089030201,"Madison, MS",61057
26139022600,"Holland, MI",61057
25021417501,"North Quincy, Quincy, MA",61056
26125192000,"Quailcrest, Rochester Hills, MI",61053
25027717100,"Berlin, MA",61052
42029307100,"Cochranville, PA",61052
24005492600,"Parkville, MD",61052
51041100929,"Midlothian, VA",61050
9001230100,"Sandy Hook, Newtown, CT",61049
26125138600,"Wixom, MI",61049
6059042327,"Laguna Hills, CA",61049
25017331200,"Wilmington, MA",61047
27053026103,"Hopkins, MN",61045
20199954100,"Sharon Springs, KS",61042
25017373200,"Nonantum, Newton, MA",61041
21111008500,"Cherokee Seneca, Louisville, KY",61039
36087011902,"Suffern, NY",61039
12057013208,"River Hills Masters, Valrico, FL",61031
25009265102,"Georgetown, MA",61029
46013951900,"Groton, SD",61028
36087012502,"Chestnut Ridge, NY",61026
23005003702,"Cape Elizabeth, ME",61025
27141030504,"Elk River, MN",61024
53033032006,"Kent, WA",61023
18011810603,"Zionsville, IN",61023
6085504311,"Berryessa, San Jose, CA",61021
40027201507,"Norman, OK",61020
37183053712,"Northwest Raleigh, Raleigh, NC",61019
19031450400,"Wilton, IA",61019
36061012600,"Lenox Hill, New York, NY",61016
42091200309,"Willow Grove, PA",61014
12109020711,"Ponte Vedra Beach, FL",61014
48113019043,"Greens, Garland, TX",61012
6059042337,"Laguna Niguel, CA",61012
51800075404,"Suffolk, VA",61011
51550021011,"Great Bridge, Chesapeake, VA",61011
31059091700,"Geneva, NE",61010
34039033700,"Roselle Park, NJ",61008
51610500300,"Falls Church, VA",61008
34005704012,"Marlton, Evesham Township, NJ",61007
47037018801,"Crieve Hall, Nashville, TN",61005
6085503329,"East San Jose, San Jose, CA",61003
1101003301,"Hillwood, Montgomery, AL",61002
24003731201,"Severna Park, MD",60999
17043845902,"Burr Ridge, IL",60998
19161080100,"Schaller, IA",60997
36119000801,"Northwest Yonkers, Yonkers, NY",60997
55105000900,"Janesville, WI",60997
6085504413,"Milpitas, CA",60996
25027718100,"Boylston, MA",60995
35001003731,"North Albuquerque Acres, Albuquerque, NM",60995
20069962600,"Cimarron, KS",60992
55111000800,"Spring Green, WI",60990
39137030600,"Columbus Grove, OH",60989
38029966500,"Linton, ND",60987
34019011600,"Stockton, NJ",60986
17089854501,"Elburn, IL",60985
6037300902,"Glenoaks Canyon, Glendale, CA",60985
17097864106,"Mundelein, IL",60985
19153010804,"Pleasant Hill, IA",60984
19163013705,"Bettendorf, IA",60982
33015003602,"Derry, NH",60980
19113001600,"Cedar Rapids, IA",60978
55025011200,"Steeplechase, Waunakee, WI",60977
26125157800,"West Bloomfield Township, MI",60976
6081613900,"Menlo Park, CA",60976
30111000704,"Heights, Billings, MT",60975
36059301800,"Manhasset, NY",60975
34027045603,"Randolph, NJ",60975
39153533502,"Akron, OH",60973
55133202001,"Waukesha, WI",60970
55133203802,"Mukwonago, WI",60969
24031701211,"Derwood, MD",60969
8005005633,"Littleton, CO",60969
42077005402,"New Tripoli, PA",60968
38021973300,"Ellendale, ND",60967
17043845601,"Downers Grove, IL",60966
26163557900,"Livonia, MI",60964
27163071206,"Cottage Grove, MN",60963
18003010305,"Fort Wayne, IN",60962
6081602500,"Westborough, South San Francisco, CA",60962
9003497100,"West Hartford, CT",60962
55133201800,"Glenbrook, Muskego, WI",60960
8123001407,"Greeley, CO",60957
42129802002,"Export, PA",60956
36027050204,"Hopewell Junction, NY",60954
24005408505,"Lutherville-Timonium, MD",60952
6075012902,"Cow Hollow, San Francisco, CA",60951
6001435103,"Hayward, CA",60950
48029191411,"North Central, San Antonio, TX",60949
55073001300,"Rib Mountain, Wausau, WI",60947
42095017607,"Bethlehem, PA",60947
29189221332,"St. Louis, MO",60946
27083360400,"Marshall, MN",60946
17073030201,"Orion, IL",60946
9009150900,"Milford, CT",60944
12103027310,"Palm Harbor, FL",60943
47187050204,"Brentwood, TN",60943
6037554512,"Cerritos, CA",60942
6075010800,"Nob Hill, San Francisco, CA",60939
51107610701,"Purcellville, VA",60938
36005018400,"Bronx County, NY",60936
55079187300,"Franklin, WI",60936
51770002900,"Roanoke, VA",60936
20091052416,"Lenexa, KS",60933
26163596300,"Grosse Ile Township, MI",60930
27049080300,"Red Wing, MN",60929
38093967000,"Buchanan, ND",60927
32031001013,"Reno, NV",60926
47165021201,"Hendersonville, TN",60925
51041100208,"Richmond, VA",60924
48113016513,"Duncanville, TX",60924
29189215004,"St. Louis, MO",60924
44009050104,"North Kingstown, RI",60923
12103020107,"Bayway Isles, Saint Petersburg, FL",60923
1073012906,"Vestavia Hills, AL",60922
36091062505,"Mechanicville, NY",60922
55009002001,"Green Bay, WI",60922
24003702209,"Crofton, MD",60919
6041107000,"San Rafael, CA",60918
39095008902,"Waterville, OH",60916
17097865801,"Highland Park, IL",60916
34003037202,"New Milford, NJ",60915
6019005503,"Fresno, CA",60915
42051262000,"Uniontown, PA",60913
17031828505,"Lansing, IL",60912
38105954100,"Williston, ND",60910
36103158116,"Selden, NY",60910
29095009200,"South Kansas City, Kansas City, MO",60908
6037920331,"Santa Clarita, CA",60907
34021004406,"East Windsor, NJ",60905
6061020604,"Granite Bay, CA",60904
15003003102,"Mānoa, Honolulu, HI",60903
53033032800,"North Bend, WA",60903
17031810400,"Park Ridge, IL",60902
49043964202,"Kamas, UT",60901
6041130201,"Sausalito, CA",60900
4013106600,"Alhambra, Phoenix, AZ",60897
36119012802,"Bedford Hills, NY",60897
36083052501,"Castleton-on-Hudson, NY",60895
8005005631,"Centennial, CO",60895
6037920338,"Stevenson Ranch, CA",60895
39165030900,"Springboro, OH",60892
20173009503,"Wichita, KS",60891
17163504351,"O'Fallon, IL",60891
42091208703,"Pottstown, PA",60889
25017316201,"Pinehurst, Billerica, MA",60889
42077006203,"Allentown, PA",60886
39049007194,"Elmbrook Village, Westerville, OH",60885
6037403324,"Valle Lindo, Diamond Bar, CA",60882
19013001501,"Waterloo, IA",60881
36059412301,"Rockville Centre, NY",60880
26161423400,"Saline, MI",60880
17163501605,"Belleville, IL",60877
6085511302,"Downtown North, Palo Alto, CA",60875
31081969100,"Hampton, NE",60875
6037464000,"Pasadena, CA",60875
26125170000,"Berkley, MI",60872
22109001000,"Bourg, LA",60872
48347950502,"Nacogdoches, TX",60871
13067031209,"Smyrna, GA",60871
6037188202,"Central LA, Los Angeles, CA",60870
48157674602,"Sugar Land, TX",60870
27003050818,"Woods at Quail Creek, Blaine, MN",60869
25025040100,"Charlestown, Boston, MA",60868
40109108219,"Northwest Oklahoma City, Edmond, OK",60865
34027045401,"Landing, Mount Arlington, NJ",60864
19127950200,"State Center, IA",60862
26077001604,"Parkview Hills, Kalamazoo, MI",60861
51087200112,"Richmond, VA",60861
37183053715,"North Raleigh, Raleigh, NC",60860
6001450502,"Dublin, CA",60860
